key,comp_level,set_number,match_number,team_key,a_Proc,start_Pos_5isBlue,a_reefAlgae,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,a_L3,end_Pos,a_L4,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_L2,stuck_on_alg,a_Leave,a_Net,no_show,r1,b2,b3,ba_redscore,ba_bluescore,r2,r3,b1,ba_winning_alliance,ba_autoCoralPoints,ba_autoLineRobot1,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_adjustPoints,ba_algaePoints,ba_autoBonusAchieved,ba_autoCoralCount,team_number,match_key,alliance,id,selected_for_auto,selected_for_teleop,source
2025pncmp_qm3,qm,1.0,3,frc3674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,Park,0.0,attempted level 4 but missed,fast cycle times and very similar to our robot in terms of placement and cycle time.,attempted to deep climb but I believe it was touching the bottom.,naman,0.0,0.0,1.0,0.0,0.0,frc3674,frc2976,frc7034,179.0,148.0,frc997,frc9450,frc1425,red,21.0,Yes,No,Yes,6.0,27.0,1.0,0.0,0.0,24.0,DeepCage,None,DeepCage,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,31.0,112.0,152.0,179.0,0.0,0.0,16.0,0.0,3.0,3674.0,3_qm,red,,auto,teleop,DCMP
2025pncmp_qm3,qm,1.0,3,frc997,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,None,0.0,didnt move,"really really really slow placement, but relatively fast movement",continued scoring,Aarush V,0.0,0.0,0.0,0.0,0.0,frc3674,frc2976,frc7034,179.0,148.0,frc997,frc9450,frc1425,red,21.0,Yes,No,Yes,6.0,27.0,1.0,0.0,0.0,24.0,DeepCage,None,DeepCage,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,31.0,112.0,152.0,179.0,0.0,0.0,16.0,0.0,3.0,997.0,3_qm,red,,auto,teleop,DCMP
2025pncmp_qm3,qm,1.0,3,frc9450,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,Deep Climb,3.0,"Auto was good, 3 coral l4 auto, used ground collect and placed efficiently and quickly","At first cycled algae removal and put in net, did this reliably and fast (4 algae), and then cycled coral with great ground collect (6 on l4, 3 on l3). However, twice they knocked their own coral off the reef.","Deep climbed, and did it well within around 5-6 seconds.",Dev Sharma,0.0,0.0,1.0,0.0,0.0,frc3674,frc2976,frc7034,179.0,148.0,frc997,frc9450,frc1425,red,21.0,Yes,No,Yes,6.0,27.0,1.0,0.0,0.0,24.0,DeepCage,None,DeepCage,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,31.0,112.0,152.0,179.0,0.0,0.0,16.0,0.0,3.0,9450.0,3_qm,red,,auto,teleop,DCMP
2025pncmp_qm3,qm,1.0,3,frc1425,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,5.0,0.0,Deep Climb,2.0,Coral fell out on 3rd placement,"very accurate, did hesitate on one when we collected coral",Fast deep cage,cayden,0.0,0.0,1.0,0.0,0.0,frc3674,frc2976,frc7034,179.0,148.0,frc997,frc9450,frc1425,red,28.0,Yes,Yes,Yes,9.0,37.0,1.0,0.0,1.0,14.0,DeepCage,None,Parked,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,29.0,89.0,111.0,148.0,0.0,0.0,8.0,1.0,4.0,1425.0,3_qm,blue,,auto,teleop,DCMP
2025pncmp_qm3,qm,1.0,3,frc2976,0.0,3.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tipped Over,0.0,They just moved forward and did not score.,"they played defense, were able to mostly block of one coral station for half the time. The other half  they had an issue and could not move. Battery? Or ?",Were not ale to move. Climb possible?,Hendrix Day,0.0,0.0,1.0,0.0,0.0,frc3674,frc2976,frc7034,179.0,148.0,frc997,frc9450,frc1425,red,28.0,Yes,Yes,Yes,9.0,37.0,1.0,0.0,1.0,14.0,DeepCage,None,Parked,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,29.0,89.0,111.0,148.0,0.0,0.0,8.0,1.0,4.0,2976.0,3_qm,blue,,auto,teleop,DCMP
2025pncmp_qm3,qm,1.0,3,frc7034,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,Park,2.0,"Tried to place preloaded coral but missed, has 4 coral auto,placed 2 total and almost collected 4th. ","Had a hard time collecting coral from the station, kept missing their grabber as a result cycles were not as fast but had fairly reliable placing and didn't miss any coral","attempted to deep climb, got a hold of the cage but did not lift up in time ",Avani Patel,0.0,0.0,1.0,0.0,0.0,frc3674,frc2976,frc7034,179.0,148.0,frc997,frc9450,frc1425,red,28.0,Yes,Yes,Yes,9.0,37.0,1.0,0.0,1.0,14.0,DeepCage,None,Parked,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,29.0,89.0,111.0,148.0,0.0,0.0,8.0,1.0,4.0,7034.0,3_qm,blue,,auto,teleop,DCMP
2025pncmp_qm4,qm,1.0,4,frc9446,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Park,0.0,simply left the start zone,played amazing defense and prevented blue alliance from doing much. could also score coral with one on level 4.,simply parked at the endgame zone,naman,0.0,0.0,1.0,0.0,0.0,frc9446,frc6443,frc6696,142.0,133.0,frc4131,frc9023,frc10416,red,7.0,Yes,Yes,Yes,9.0,16.0,1.0,1.0,1.0,14.0,Parked,DeepCage,None,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,19.0,74.0,126.0,142.0,5.0,0.0,38.0,1.0,1.0,9446.0,4_qm,red,,auto,teleop,DCMP
2025pncmp_qm4,qm,1.0,4,frc4131,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Deep Climb,0.0,tried to score l1 but failed,only able to score l1 and processor. Scored in both processors. Would not recommend picking,"deep climbed, but it took a little bit of time to get off the ground",Aarush V,0.0,0.0,1.0,0.0,0.0,frc9446,frc6443,frc6696,142.0,133.0,frc4131,frc9023,frc10416,red,7.0,Yes,Yes,Yes,9.0,16.0,1.0,1.0,1.0,14.0,Parked,DeepCage,None,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,19.0,74.0,126.0,142.0,5.0,0.0,38.0,1.0,1.0,4131.0,4_qm,red,,auto,teleop,DCMP
2025pncmp_qm4,qm,1.0,4,frc9023,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,6.0,5.0,0.0,0.0,None,1.0,"Quickly placed one coral on l4, then went to ground collect a coral, but hesitated and stopped for some reason.","Cycled coral, scoring 18 coral in total/18 cycles, and had quick/great ground collect, and quick and smooth transition to placing coral. Also removed 4 algae in 2-3 seconds.","Didn't climb or park, and kept on placing coral (extra 1-2), and removed one extra algae. Would strongly recommend this team.",Dev Sharma,0.0,0.0,1.0,0.0,0.0,frc9446,frc6443,frc6696,142.0,133.0,frc4131,frc9023,frc10416,red,7.0,Yes,Yes,Yes,9.0,16.0,1.0,1.0,1.0,14.0,Parked,DeepCage,None,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,19.0,74.0,126.0,142.0,5.0,0.0,38.0,1.0,1.0,9023.0,4_qm,red,,auto,teleop,DCMP
2025pncmp_qm4,qm,1.0,4,frc10416,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,None,0.0,the auto tried to place on the carpet,"slow at placing because they don't auto place, kind of slow at collecting it takes awhile to get in the coral Placer  ","didn't have time to park or climb, was doing one last cycle",cayden,0.0,0.0,1.0,0.0,0.0,frc9446,frc6443,frc6696,142.0,133.0,frc4131,frc9023,frc10416,red,14.0,Yes,Yes,Yes,9.0,23.0,0.0,1.0,0.0,2.0,None,None,Parked,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,16.0,66.0,108.0,133.0,2.0,0.0,40.0,1.0,2.0,10416.0,4_qm,blue,,auto,teleop,DCMP
2025pncmp_qm4,qm,1.0,4,frc6443,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tipped Over,0.0,They missed one coral and the could not station collect,they could not collect because something went wrong. They then played defense till the got stuck on an algae. Were not able to defend that well against ground collect.,they were stuck. CA probably climb,Hendrix Day,0.0,40.0,1.0,0.0,0.0,frc9446,frc6443,frc6696,142.0,133.0,frc4131,frc9023,frc10416,red,14.0,Yes,Yes,Yes,9.0,23.0,0.0,1.0,0.0,2.0,None,None,Parked,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,16.0,66.0,108.0,133.0,2.0,0.0,40.0,1.0,2.0,6443.0,4_qm,blue,,auto,teleop,DCMP
2025pncmp_qm4,qm,1.0,4,frc6696,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,Park,2.0,"2 coral, was successful","Consistent at coral, wasn't super fast, were being defended and not great against defense. Net shot is somewhat unreliable.","cycled more, then parked.",Oliv and anvi,0.0,0.0,1.0,0.0,0.0,frc9446,frc6443,frc6696,142.0,133.0,frc4131,frc9023,frc10416,red,14.0,Yes,Yes,Yes,9.0,23.0,0.0,1.0,0.0,2.0,None,None,Parked,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,16.0,66.0,108.0,133.0,2.0,0.0,40.0,1.0,2.0,6696.0,4_qm,blue,,auto,teleop,DCMP
2025pncmp_qm5,qm,1.0,5,frc4061,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,Park,0.0,just left start zone and got in position to score l2 but didn't actually eject coral,extremely efficient coral placement cycles.,parked at the last moment,naman,0.0,0.0,1.0,0.0,0.0,frc4061,frc2147,frc2471,154.0,134.0,frc5937,frc4513,frc4125,red,17.0,Yes,Yes,Yes,9.0,26.0,1.0,1.0,1.0,16.0,Parked,DeepCage,Parked,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,22.0,72.0,128.0,154.0,2.0,0.0,40.0,1.0,3.0,4061.0,5_qm,red,,auto,teleop,DCMP
2025pncmp_qm5,qm,1.0,5,frc4513,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,Park,2.0,"Auto was good, placed one coral on l4, collected from station, and placed another one.","Cycled coral, collected from station, and placed coral on l4, l2, and one coral on l1. l4-l2 placing was good and quick, but l1 placing was unreliable and missed 4 times. Removed one algae as well.","Tried to deep climb, but took a long time positioning and ended up parking. Something seemed to snap when it attempted to climb the first time.",Dev Sharma,0.0,0.0,1.0,0.0,0.0,frc4061,frc2147,frc2471,154.0,134.0,frc5937,frc4513,frc4125,red,17.0,Yes,Yes,Yes,9.0,26.0,1.0,1.0,1.0,16.0,Parked,DeepCage,Parked,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,22.0,72.0,128.0,154.0,2.0,0.0,40.0,1.0,3.0,4513.0,5_qm,red,,auto,teleop,DCMP
,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5936.0,5_qm,red,,auto,,7034
2025pncmp_qm5,qm,1.0,5,frc5937,0.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Deep Climb,0.0,"removed algea and scored net quickly, then a stoped","very good algea bot, unaware about their ability to place coral, they amazing at net",took 25 secs to barely off the ground,Aarush V,0.0,0.0,1.0,1.0,0.0,frc4061,frc2147,frc2471,154.0,134.0,frc5937,frc4513,frc4125,red,17.0,Yes,Yes,Yes,9.0,26.0,1.0,1.0,1.0,16.0,Parked,DeepCage,Parked,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,22.0,72.0,128.0,154.0,2.0,0.0,40.0,1.0,3.0,5937.0,5_qm,red,,,teleop,DCMP
2025pncmp_qm5,qm,1.0,5,frc4125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,None,0.0,"just left, maybe A stopped ","not fully accurate with algae, missed 2",not enough time to get parked or climbed,cayden,0.0,0.0,1.0,0.0,0.0,frc4061,frc2147,frc2471,154.0,134.0,frc5937,frc4513,frc4125,red,6.0,Yes,Yes,Yes,9.0,15.0,1.0,0.0,0.0,14.0,None,DeepCage,Parked,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,16.0,71.0,119.0,134.0,1.0,0.0,34.0,1.0,2.0,4125.0,5_qm,blue,,auto,teleop,DCMP
2025pncmp_qm5,qm,1.0,5,frc2147,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,Deep Climb,0.0,Missed a Coral and alage attepted to score on L4 and in the barge.,"they were a good Coral robot. Smooth station collect, 8-10 second cycle while no other robot's or objects in the way. But will  be slowed down if their is stuff in the way. Missed one coral",Good deep climb. Took less than 8 seconds to climb. Not to long to line it up with cage.,Hendrix Day,0.0,0.0,1.0,0.0,0.0,frc4061,frc2147,frc2471,154.0,134.0,frc5937,frc4513,frc4125,red,6.0,Yes,Yes,Yes,9.0,15.0,1.0,0.0,0.0,14.0,None,DeepCage,Parked,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,16.0,71.0,119.0,134.0,1.0,0.0,34.0,1.0,2.0,2147.0,5_qm,blue,,auto,teleop,DCMP
2025pncmp_qm5,qm,1.0,5,frc2471,0.0,5.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,Park,0.0,missed 2 shots during auto...bad.,"coral scoring consistent but slow, with pauses. Seem a bit lost sometimes, esp when picking up algae from gtound","tried to climb over and over again, cage was still, but weren't able to.",oliv and anvi,0.0,0.0,1.0,0.0,0.0,frc4061,frc2147,frc2471,154.0,134.0,frc5937,frc4513,frc4125,red,6.0,Yes,Yes,Yes,9.0,15.0,1.0,0.0,0.0,14.0,None,DeepCage,Parked,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,16.0,71.0,119.0,134.0,1.0,0.0,34.0,1.0,2.0,2471.0,5_qm,blue,,auto,teleop,DCMP
2025pncmp_qm6,qm,1.0,6,frc10079,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,None,2.0,almost a 3 coral auto but their human player made a mistake on the last coral,got vigorous defense played on them but still managed to successfully complete many cycles.,was driving to barge zone but failed to make it in time,naman,0.0,0.0,1.0,0.0,0.0,frc10079,frc2522,frc3826,138.0,138.0,frc4469,frc9036,frc4450,,31.0,Yes,Yes,Yes,9.0,40.0,0.0,0.0,0.0,2.0,None,Parked,None,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,26.0,88.0,98.0,138.0,0.0,0.0,8.0,1.0,5.0,10079.0,6_qm,red,,auto,teleop,DCMP
2025pncmp_qm6,qm,1.0,6,frc4469,0.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Park,2.0,really fast pick up and placement of both algae and coral,"algea is 50% accurate, but that's all they do","tried to climb, just unable to go up",Aarush V,0.0,0.0,1.0,0.0,0.0,frc10079,frc2522,frc3826,138.0,138.0,frc4469,frc9036,frc4450,,31.0,Yes,Yes,Yes,9.0,40.0,0.0,0.0,0.0,2.0,None,Parked,None,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,26.0,88.0,98.0,138.0,0.0,0.0,8.0,1.0,5.0,4469.0,6_qm,red,,auto,teleop,DCMP
2025pncmp_qm6,qm,1.0,6,frc9036,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,None,0.0,"Moved forward and placed coral on l1, didn't do anything else.","Cycled coral the whole time, had ground collect, and mostly placed on l3. Cycle times were somewhat slow though, and ground collect took time to grab just one coral. Removed one algae as well. Did pretty well otherwise.",Couldn't reach the barge in time.,Dev Sharma,0.0,0.0,1.0,0.0,0.0,frc10079,frc2522,frc3826,138.0,138.0,frc4469,frc9036,frc4450,,31.0,Yes,Yes,Yes,9.0,40.0,0.0,0.0,0.0,2.0,None,Parked,None,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,26.0,88.0,98.0,138.0,0.0,0.0,8.0,1.0,5.0,9036.0,6_qm,red,,auto,teleop,DCMP
2025pncmp_qm6,qm,1.0,6,frc4450,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,missed L4 and tried to collect 2nd algae but didn't pick up,"good at barge and processing, coral didn't place Rewatch or keep eye on",Experience at deep climbing,cayden,0.0,0.0,1.0,1.0,0.0,frc10079,frc2522,frc3826,138.0,138.0,frc4469,frc9036,frc4450,,24.0,Yes,Yes,Yes,9.0,33.0,1.0,0.0,1.0,26.0,Parked,DeepCage,DeepCage,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,20.0,55.0,99.0,138.0,1.0,0.0,18.0,1.0,4.0,4450.0,6_qm,blue,,auto,teleop,DCMP
2025pncmp_qm6,qm,1.0,6,frc2522,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,Deep Climb,3.0,they were able to score 3 coral. Great auto and did not miss,"they were able to ground Collect and score on all levels. Coral bot, fast cycles depending on how close the coral is. ",Took a long time to line up and climb. Were rushed with not that much delay.,Hendrix day,0.0,0.0,1.0,0.0,0.0,frc10079,frc2522,frc3826,138.0,138.0,frc4469,frc9036,frc4450,,24.0,Yes,Yes,Yes,9.0,33.0,1.0,0.0,1.0,26.0,Parked,DeepCage,DeepCage,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,20.0,55.0,99.0,138.0,1.0,0.0,18.0,1.0,4.0,2522.0,6_qm,blue,,auto,teleop,DCMP
