key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_L3,a_L2,a_L1,t_ground_alg,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,end_Pos,stuck_on_alg,auto_Notes,tele_Notes,a_reefAlgae,match_Scouter,a_Proc,a_L4,endgame_Notes,a_Net,t_Defense,a_Leave,r1,b2,b3,b1,ba_bluescore,r2,r3,ba_redscore
2025dal_qm10,qm,1,10,frc1731,3,0,0,0,0,1,1,0,0,1,3,4,None,0,missed multiple times,slow outake had trouble with intake,0,Aw,0,2,frozen entire time,0,0,1,frc9301,frc1731,frc8738,frc179,-1,frc10698,frc8808,-1
2025dal_qm10,qm,1,10,frc8738,1,,,,,,,,,,,,None,0,,,,,,,,,,,frc9301,frc1731,frc8738,frc179,-1,frc10698,frc8808,-1
2025dal_qm100,qm,1,100,frc1671,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1
2025dal_qm100,qm,1,100,frc694,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1
2025dal_qm100,qm,1,100,frc7525,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1
2025dal_qm100,qm,1,100,frc10698,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1
2025dal_qm100,qm,1,100,frc3173,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1
2025dal_qm100,qm,1,100,frc649,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1
2025dal_qm101,qm,1,101,frc6832,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1
2025dal_qm101,qm,1,101,frc900,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1
2025dal_qm101,qm,1,101,frc3792,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1
2025dal_qm101,qm,1,101,frc8808,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1
2025dal_qm101,qm,1,101,frc5968,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1
2025dal_qm101,qm,1,101,frc2648,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1
2025dal_qm102,qm,1,102,frc8575,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1
2025dal_qm102,qm,1,102,frc3284,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1
2025dal_qm102,qm,1,102,frc6995,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1
2025dal_qm102,qm,1,102,frc3256,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1
2025dal_qm102,qm,1,102,frc1369,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1
2025dal_qm102,qm,1,102,frc1847,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1
2025dal_qm103,qm,1,103,frc537,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1
2025dal_qm103,qm,1,103,frc4005,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1
2025dal_qm103,qm,1,103,frc1833,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1
2025dal_qm103,qm,1,103,frc9432,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1
2025dal_qm103,qm,1,103,frc4415,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1
2025dal_qm103,qm,1,103,frc418,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1
2025dal_qm104,qm,1,104,frc9032,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1
2025dal_qm104,qm,1,104,frc10260,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1
2025dal_qm104,qm,1,104,frc9484,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1
2025dal_qm104,qm,1,104,frc2438,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1
2025dal_qm104,qm,1,104,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1
2025dal_qm104,qm,1,104,frc78,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1
2025dal_qm105,qm,1,105,frc2630,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1
2025dal_qm105,qm,1,105,frc7257,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1
2025dal_qm105,qm,1,105,frc179,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1
2025dal_qm105,qm,1,105,frc6911,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1
2025dal_qm105,qm,1,105,frc7048,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1
2025dal_qm105,qm,1,105,frc1481,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1
2025dal_qm106,qm,1,106,frc4421,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1
2025dal_qm106,qm,1,106,frc494,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1
2025dal_qm106,qm,1,106,frc6348,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1
2025dal_qm106,qm,1,106,frc8738,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1
2025dal_qm106,qm,1,106,frc4967,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1
2025dal_qm106,qm,1,106,frc4607,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1
2025dal_qm107,qm,1,107,frc4786,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1
2025dal_qm107,qm,1,107,frc1796,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1
2025dal_qm107,qm,1,107,frc1507,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1
2025dal_qm107,qm,1,107,frc1678,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1
2025dal_qm107,qm,1,107,frc5660,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1
2025dal_qm107,qm,1,107,frc6017,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1
2025dal_qm108,qm,1,108,frc4068,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1
2025dal_qm108,qm,1,108,frc3891,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1
2025dal_qm108,qm,1,108,frc9280,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1
2025dal_qm108,qm,1,108,frc4613,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1
2025dal_qm108,qm,1,108,frc226,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1
2025dal_qm108,qm,1,108,frc10698,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1
2025dal_qm109,qm,1,109,frc7525,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1
2025dal_qm109,qm,1,109,frc4451,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1
2025dal_qm109,qm,1,109,frc9301,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1
2025dal_qm109,qm,1,109,frc6146,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1
2025dal_qm109,qm,1,109,frc2724,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1
2025dal_qm109,qm,1,109,frc4013,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1
2025dal_qm11,qm,1,11,frc2648,1,0,0,0,0,0,0,0,1,7,1,0,Deep Climb,0,"Scored one coral on l4, and the stopped.","Scored 9 coral in total, placing was good and so was station collect. This was with defense.",0,DS,0,1,"Deep climbed, and was well over ground, took around 13 seconds.",0,0,1,frc2648,frc7525,frc9432,frc3255,-1,frc2630,frc3891,-1
2025dal_qm11,qm,1,11,frc2630,4,0,0,0,4,3,7,0,5,1,0,2,Deep Climb,0,almost a four coral auto,Efficient and rapid cycles with a little scoop method when ground collecting algae,0,np,0,3,deep climbed at the last moment ,0,0,1,frc2648,frc7525,frc9432,frc3255,-1,frc2630,frc3891,-1
2025dal_qm11,qm,1,11,frc3891,3,0,0,0,0,0,0,0,0,0,0,0,Park,0,"Received a yellow card into auto, not sure why. ",Played dfense the entire time. Was actually kind of effective. could move from station to station quickly to block bots and they were struggling to score. ,0,SG,0,0,,0,1,1,frc2648,frc7525,frc9432,frc3255,-1,frc2630,frc3891,-1
2025dal_qm11,qm,1,11,frc3255,5,0,0,0,4,1,4,0,3,3,0,0,Deep Climb,0,they had a okay auto but they missed the only coral they tried to score,they were able to be effective at both coral and alage. for coral they had a good station collect but there were a couple of times when a coral popped out. they were able to place coral fast. they had good alage placing and their collection was okay with them being better at reef collect. they moved fast but it was a little unprecise. ,1,HD,0,0,"were able to climb, but they took a long time to line up with the cage",0,0,1,frc2648,frc7525,frc9432,frc3255,-1,frc2630,frc3891,-1
2025dal_qm11,qm,1,11,frc7525,3,0,0,0,0,0,0,0,0,0,0,0,Park,0,left and raised elevator and lowered and stayed down for the rest of auto,"they spent 30 sec playing with their elevator and the went for defense. Were good defense, tried to defend both at the same time. Think their coral wheels broke",0,AV,0,0,Parked just in time,0,1,1,frc2648,frc7525,frc9432,frc3255,-1,frc2630,frc3891,-1
2025dal_qm11,qm,1,11,frc9432,1,0,0,0,0,3,3,0,6,2,0,0,Deep Climb,0,Placed all 3 L4 accurately ,"They had a coral stuck in robot for a bit, but got out and they are pretty accurate ",0,CW,0,3,pretty fast deep cage,0,0,1,frc2648,frc7525,frc9432,frc3255,-1,frc2630,frc3891,-1
2025dal_qm110,qm,1,110,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1
2025dal_qm110,qm,1,110,frc2056,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1
2025dal_qm110,qm,1,110,frc3297,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1
2025dal_qm110,qm,1,110,frc10291,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1
2025dal_qm110,qm,1,110,frc9199,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1
2025dal_qm110,qm,1,110,frc1671,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1
2025dal_qm111,qm,1,111,frc7197,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1
2025dal_qm111,qm,1,111,frc3173,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1
2025dal_qm111,qm,1,111,frc302,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1
2025dal_qm111,qm,1,111,frc6083,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1
2025dal_qm111,qm,1,111,frc3255,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1
2025dal_qm111,qm,1,111,frc3492,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1
2025dal_qm112,qm,1,112,frc9312,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1
2025dal_qm112,qm,1,112,frc1731,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1
2025dal_qm112,qm,1,112,frc694,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1
2025dal_qm112,qm,1,112,frc4500,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1
2025dal_qm112,qm,1,112,frc4655,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1
2025dal_qm112,qm,1,112,frc6909,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1
2025dal_qm113,qm,1,113,frc4415,,,,,,,,,,,,,,,,,,,,,,,,,frc4415,frc9032,frc179,frc2129,-1,frc6424,frc649,-1
2025dal_qm113,qm,1,113,frc6424,,,,,,,,,,,,,,,,,,,,,,,,,frc4415,frc9032,frc179,frc2129,-1,frc6424,frc649,-1
2025dal_qm113,qm,1,113,frc649,,,,,,,,,,,,,,,,,,,,,,,,,frc4415,frc9032,frc179,frc2129,-1,frc6424,frc649,-1
2025dal_qm113,qm,1,113,frc2129,,,,,,,,,,,,,,,,,,,,,,,,,frc4415,frc9032,frc179,frc2129,-1,frc6424,frc649,-1
2025dal_qm113,qm,1,113,frc9032,,,,,,,,,,,,,,,,,,,,,,,,,frc4415,frc9032,frc179,frc2129,-1,frc6424,frc649,-1
2025dal_qm113,qm,1,113,frc179,,,,,,,,,,,,,,,,,,,,,,,,,frc4415,frc9032,frc179,frc2129,-1,frc6424,frc649,-1
2025dal_qm114,qm,1,114,frc9432,,,,,,,,,,,,,,,,,,,,,,,,,frc9432,frc7048,frc3256,frc6832,-1,frc9484,frc4607,-1
2025dal_qm114,qm,1,114,frc9484,,,,,,,,,,,,,,,,,,,,,,,,,frc9432,frc7048,frc3256,frc6832,-1,frc9484,frc4607,-1
2025dal_qm114,qm,1,114,frc4607,,,,,,,,,,,,,,,,,,,,,,,,,frc9432,frc7048,frc3256,frc6832,-1,frc9484,frc4607,-1
2025dal_qm114,qm,1,114,frc6832,,,,,,,,,,,,,,,,,,,,,,,,,frc9432,frc7048,frc3256,frc6832,-1,frc9484,frc4607,-1
2025dal_qm114,qm,1,114,frc7048,,,,,,,,,,,,,,,,,,,,,,,,,frc9432,frc7048,frc3256,frc6832,-1,frc9484,frc4607,-1
2025dal_qm114,qm,1,114,frc3256,,,,,,,,,,,,,,,,,,,,,,,,,frc9432,frc7048,frc3256,frc6832,-1,frc9484,frc4607,-1
2025dal_qm115,qm,1,115,frc1833,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc4421,frc3284,frc5660,-1,frc1481,frc2648,-1
2025dal_qm115,qm,1,115,frc1481,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc4421,frc3284,frc5660,-1,frc1481,frc2648,-1
2025dal_qm115,qm,1,115,frc2648,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc4421,frc3284,frc5660,-1,frc1481,frc2648,-1
2025dal_qm115,qm,1,115,frc5660,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc4421,frc3284,frc5660,-1,frc1481,frc2648,-1
2025dal_qm115,qm,1,115,frc4421,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc4421,frc3284,frc5660,-1,frc1481,frc2648,-1
2025dal_qm115,qm,1,115,frc3284,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc4421,frc3284,frc5660,-1,frc1481,frc2648,-1
2025dal_qm116,qm,1,116,frc4613,,,,,,,,,,,,,,,,,,,,,,,,,frc4613,frc1796,frc10260,frc900,-1,frc1369,frc6995,-1
2025dal_qm116,qm,1,116,frc1369,,,,,,,,,,,,,,,,,,,,,,,,,frc4613,frc1796,frc10260,frc900,-1,frc1369,frc6995,-1
2025dal_qm116,qm,1,116,frc6995,,,,,,,,,,,,,,,,,,,,,,,,,frc4613,frc1796,frc10260,frc900,-1,frc1369,frc6995,-1
2025dal_qm116,qm,1,116,frc900,,,,,,,,,,,,,,,,,,,,,,,,,frc4613,frc1796,frc10260,frc900,-1,frc1369,frc6995,-1
2025dal_qm116,qm,1,116,frc1796,,,,,,,,,,,,,,,,,,,,,,,,,frc4613,frc1796,frc10260,frc900,-1,frc1369,frc6995,-1
2025dal_qm116,qm,1,116,frc10260,,,,,,,,,,,,,,,,,,,,,,,,,frc4613,frc1796,frc10260,frc900,-1,frc1369,frc6995,-1
2025dal_qm117,qm,1,117,frc4967,,,,,,,,,,,,,,,,,,,,,,,,,frc4967,frc1847,frc6911,frc537,-1,frc3891,frc4013,-1
2025dal_qm117,qm,1,117,frc3891,,,,,,,,,,,,,,,,,,,,,,,,,frc4967,frc1847,frc6911,frc537,-1,frc3891,frc4013,-1
2025dal_qm117,qm,1,117,frc4013,,,,,,,,,,,,,,,,,,,,,,,,,frc4967,frc1847,frc6911,frc537,-1,frc3891,frc4013,-1
2025dal_qm117,qm,1,117,frc537,,,,,,,,,,,,,,,,,,,,,,,,,frc4967,frc1847,frc6911,frc537,-1,frc3891,frc4013,-1
2025dal_qm117,qm,1,117,frc1847,,,,,,,,,,,,,,,,,,,,,,,,,frc4967,frc1847,frc6911,frc537,-1,frc3891,frc4013,-1
2025dal_qm117,qm,1,117,frc6911,,,,,,,,,,,,,,,,,,,,,,,,,frc4967,frc1847,frc6911,frc537,-1,frc3891,frc4013,-1
2025dal_qm118,qm,1,118,frc4451,,,,,,,,,,,,,,,,,,,,,,,,,frc4451,frc1671,frc4005,frc1425,-1,frc8808,frc226,-1
2025dal_qm118,qm,1,118,frc8808,,,,,,,,,,,,,,,,,,,,,,,,,frc4451,frc1671,frc4005,frc1425,-1,frc8808,frc226,-1
2025dal_qm118,qm,1,118,frc226,,,,,,,,,,,,,,,,,,,,,,,,,frc4451,frc1671,frc4005,frc1425,-1,frc8808,frc226,-1
2025dal_qm118,qm,1,118,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,frc4451,frc1671,frc4005,frc1425,-1,frc8808,frc226,-1
2025dal_qm118,qm,1,118,frc1671,,,,,,,,,,,,,,,,,,,,,,,,,frc4451,frc1671,frc4005,frc1425,-1,frc8808,frc226,-1
2025dal_qm118,qm,1,118,frc4005,,,,,,,,,,,,,,,,,,,,,,,,,frc4451,frc1671,frc4005,frc1425,-1,frc8808,frc226,-1
2025dal_qm119,qm,1,119,frc6017,,,,,,,,,,,,,,,,,,,,,,,,,frc6017,frc6146,frc3297,frc2438,-1,frc4068,frc302,-1
2025dal_qm119,qm,1,119,frc4068,,,,,,,,,,,,,,,,,,,,,,,,,frc6017,frc6146,frc3297,frc2438,-1,frc4068,frc302,-1
2025dal_qm119,qm,1,119,frc302,,,,,,,,,,,,,,,,,,,,,,,,,frc6017,frc6146,frc3297,frc2438,-1,frc4068,frc302,-1
2025dal_qm119,qm,1,119,frc2438,,,,,,,,,,,,,,,,,,,,,,,,,frc6017,frc6146,frc3297,frc2438,-1,frc4068,frc302,-1
2025dal_qm119,qm,1,119,frc6146,,,,,,,,,,,,,,,,,,,,,,,,,frc6017,frc6146,frc3297,frc2438,-1,frc4068,frc302,-1
2025dal_qm119,qm,1,119,frc3297,,,,,,,,,,,,,,,,,,,,,,,,,frc6017,frc6146,frc3297,frc2438,-1,frc4068,frc302,-1
2025dal_qm12,qm,1,12,frc3284,3,0,0,0,0,1,0,0,0,0,0,4,Park,15,"Left, coral fell out, and missed algae removal and therefore didn't put anything into the net.","Put 4 coral on l1, has ground collect but only works for l1. Also removed one algae, but did absolutely nothing after that. Attempted to place one algae in the net, and missed.",0,DS,0,0,"Parked, and didn't or just ran out of time to climb.",0,0,1,frc3284,frc537,frc226,frc5968,-1,frc2129,frc494,-1
2025dal_qm12,qm,1,12,frc2129,1,0,0,0,0,1,0,0,6,4,2,0,None,0,Did nothing in auto,did great in Tele op with versatility in coral,0,np,0,0,failed to park because they were focused on coral,0,0,1,frc3284,frc537,frc226,frc5968,-1,frc2129,frc494,-1
2025dal_qm12,qm,1,12,frc494,5,0,0,0,0,2,0,1,1,5,4,0,Deep Climb,0,,"Not many notes they were consistent with scoring but their scoring mechanism is evidently bulky and slowish
",0,,0,2,,0,0,1,frc3284,frc537,frc226,frc5968,-1,frc2129,frc494,-1
2025dal_qm12,qm,1,12,frc5968,4,0,0,0,3,0,0,2,2,1,0,0,Park,0,they missed one on L4,"they were able to do both coral and alage, but were not that good at either. they were slow at collecting alage and it took them a long time to place them in the processor(no net). They were not much better at coral, they did have decent station collect, but there placing was really slow. They were generally a slow bot and they moved slow  ",0,HD,0,0,they just parked and di not attempt to climb,0,0,1,frc3284,frc537,frc226,frc5968,-1,frc2129,frc494,-1
2025dal_qm12,qm,1,12,frc537,3,0,0,0,0,0,0,0,4,2,2,1,Deep Climb,0,"Moved forward, backward, sideways moved up, then spun in a circle. Robo got moves","They don't have the best intake, essentially just a curved flat price of metal. Not reliable",0,AV,0,0,9 sec climb,0,0,1,frc3284,frc537,frc226,frc5968,-1,frc2129,frc494,-1
2025dal_qm12,qm,1,12,frc226,2,0,0,0,0,4,1,0,0,3,3,0,Deep Climb,0,Placed all 3 well,"missed 3 coral on L3, focus on L2 and removed algae",0,CW,0,3,easy deep climb,0,0,1,frc3284,frc537,frc226,frc5968,-1,frc2129,frc494,-1
2025dal_qm120,qm,1,120,frc4500,,,,,,,,,,,,,,,,,,,,,,,,,frc4500,frc7525,frc4655,frc6348,-1,frc4786,frc7197,-1
