key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_L3,a_L2,a_L1,t_ground_alg,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,end_Pos,stuck_on_alg,auto_Notes,tele_Notes,a_reefAlgae,match_Scouter,a_Proc,a_L4,endgame_Notes,a_Net,t_Defense,a_Leave,r1,b2,b3,b1,ba_bluescore,r2,r3,ba_redscore,ba_winning_alliance,ba_adjustPoints,ba_algaePoints,ba_autoBonusAchieved,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_autoCoralCount,ba_autoCoralPoints,ba_autoLineRobot1
2025dal_qm10,qm,1,10,frc1731,3,0,0,0,0,1,1,0,0,1,3,4,None,0,missed multiple times,slow outake had trouble with intake,0,Aw,0,2,frozen entire time,0,0,1,frc9301,frc1731,frc8738,frc179,166,frc10698,frc8808,94,blue,0,26,1,Yes,Yes,9,26,0,0,1,14,None,DeepCage,Parked,0,0,0,0,0,0,5,5,0,31,100,140,166,1,3,17,Yes
2025dal_qm10,qm,1,10,frc8738,1,,,,,,,,,,,,None,0,,,,,,,,,,,frc9301,frc1731,frc8738,frc179,166,frc10698,frc8808,94,blue,0,26,1,Yes,Yes,9,26,0,0,1,14,None,DeepCage,Parked,0,0,0,0,0,0,5,5,0,31,100,140,166,1,3,17,Yes
2025dal_qm100,qm,1,100,frc1671,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm100,qm,1,100,frc694,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm100,qm,1,100,frc7525,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm100,qm,1,100,frc10698,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm100,qm,1,100,frc3173,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm100,qm,1,100,frc649,,,,,,,,,,,,,,,,,,,,,,,,,frc1671,frc3173,frc649,frc10698,-1,frc694,frc7525,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm101,qm,1,101,frc6832,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm101,qm,1,101,frc900,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm101,qm,1,101,frc3792,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm101,qm,1,101,frc8808,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm101,qm,1,101,frc5968,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm101,qm,1,101,frc2648,,,,,,,,,,,,,,,,,,,,,,,,,frc6832,frc5968,frc2648,frc8808,-1,frc900,frc3792,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm102,qm,1,102,frc8575,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm102,qm,1,102,frc3284,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm102,qm,1,102,frc6995,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm102,qm,1,102,frc3256,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm102,qm,1,102,frc1369,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm102,qm,1,102,frc1847,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc1369,frc1847,frc3256,-1,frc3284,frc6995,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm103,qm,1,103,frc537,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm103,qm,1,103,frc4005,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm103,qm,1,103,frc1833,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm103,qm,1,103,frc9432,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm103,qm,1,103,frc4415,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm103,qm,1,103,frc418,,,,,,,,,,,,,,,,,,,,,,,,,frc537,frc4415,frc418,frc9432,-1,frc4005,frc1833,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm104,qm,1,104,frc9032,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm104,qm,1,104,frc10260,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm104,qm,1,104,frc9484,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm104,qm,1,104,frc2438,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm104,qm,1,104,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm104,qm,1,104,frc78,,,,,,,,,,,,,,,,,,,,,,,,,frc9032,frc7034,frc78,frc2438,-1,frc10260,frc9484,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm105,qm,1,105,frc2630,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm105,qm,1,105,frc7257,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm105,qm,1,105,frc179,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm105,qm,1,105,frc6911,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm105,qm,1,105,frc7048,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm105,qm,1,105,frc1481,,,,,,,,,,,,,,,,,,,,,,,,,frc2630,frc7048,frc1481,frc6911,-1,frc7257,frc179,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm106,qm,1,106,frc4421,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm106,qm,1,106,frc494,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm106,qm,1,106,frc6348,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm106,qm,1,106,frc8738,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm106,qm,1,106,frc4967,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm106,qm,1,106,frc4607,,,,,,,,,,,,,,,,,,,,,,,,,frc4421,frc4967,frc4607,frc8738,-1,frc494,frc6348,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm107,qm,1,107,frc4786,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm107,qm,1,107,frc1796,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm107,qm,1,107,frc1507,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm107,qm,1,107,frc1678,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm107,qm,1,107,frc5660,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm107,qm,1,107,frc6017,,,,,,,,,,,,,,,,,,,,,,,,,frc4786,frc5660,frc6017,frc1678,-1,frc1796,frc1507,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm108,qm,1,108,frc4068,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm108,qm,1,108,frc3891,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm108,qm,1,108,frc9280,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm108,qm,1,108,frc4613,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm108,qm,1,108,frc226,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm108,qm,1,108,frc10698,,,,,,,,,,,,,,,,,,,,,,,,,frc4068,frc226,frc10698,frc4613,-1,frc3891,frc9280,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm109,qm,1,109,frc7525,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm109,qm,1,109,frc4451,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm109,qm,1,109,frc9301,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm109,qm,1,109,frc6146,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm109,qm,1,109,frc2724,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm109,qm,1,109,frc4013,,,,,,,,,,,,,,,,,,,,,,,,,frc7525,frc2724,frc4013,frc6146,-1,frc4451,frc9301,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm11,qm,1,11,frc2648,1,0,0,0,0,0,0,0,1,7,1,0,Deep Climb,0,"Scored one coral on l4, and the stopped.","Scored 9 coral in total, placing was good and so was station collect. This was with defense.",0,DS,0,1,"Deep climbed, and was well over ground, took around 13 seconds.",0,0,1,frc2648,frc7525,frc9432,frc3255,160,frc2630,frc3891,176,red,0,28,1,Yes,Yes,9,37,1,0,0,26,DeepCage,DeepCage,Parked,1,2,0,0,0,0,7,5,1,24,83,137,176,0,4,28,Yes
2025dal_qm11,qm,1,11,frc2630,4,0,0,0,4,3,7,0,5,1,0,2,Deep Climb,0,almost a four coral auto,Efficient and rapid cycles with a little scoop method when ground collecting algae,0,np,0,3,deep climbed at the last moment ,0,0,1,frc2648,frc7525,frc9432,frc3255,160,frc2630,frc3891,176,red,0,28,1,Yes,Yes,9,37,1,0,0,26,DeepCage,DeepCage,Parked,1,2,0,0,0,0,7,5,1,24,83,137,176,0,4,28,Yes
2025dal_qm11,qm,1,11,frc3891,3,0,0,0,0,0,0,0,0,0,0,0,Park,0,"Received a yellow card into auto, not sure why. ",Played dfense the entire time. Was actually kind of effective. could move from station to station quickly to block bots and they were struggling to score. ,0,SG,0,0,,0,1,1,frc2648,frc7525,frc9432,frc3255,160,frc2630,frc3891,176,red,0,28,1,Yes,Yes,9,37,1,0,0,26,DeepCage,DeepCage,Parked,1,2,0,0,0,0,7,5,1,24,83,137,176,0,4,28,Yes
2025dal_qm11,qm,1,11,frc3255,5,0,0,0,4,1,4,0,3,3,0,0,Deep Climb,0,they had a okay auto but they missed the only coral they tried to score,they were able to be effective at both coral and alage. for coral they had a good station collect but there were a couple of times when a coral popped out. they were able to place coral fast. they had good alage placing and their collection was okay with them being better at reef collect. they moved fast but it was a little unprecise. ,1,HD,0,0,"were able to climb, but they took a long time to line up with the cage",0,0,1,frc2648,frc7525,frc9432,frc3255,160,frc2630,frc3891,176,red,0,28,1,Yes,Yes,9,33,1,0,0,26,DeepCage,Parked,DeepCage,1,8,0,0,0,0,7,2,0,17,65,119,160,0,4,24,Yes
2025dal_qm11,qm,1,11,frc7525,3,0,0,0,0,0,0,0,0,0,0,0,Park,0,left and raised elevator and lowered and stayed down for the rest of auto,"they spent 30 sec playing with their elevator and the went for defense. Were good defense, tried to defend both at the same time. Think their coral wheels broke",0,AV,0,0,Parked just in time,0,1,1,frc2648,frc7525,frc9432,frc3255,160,frc2630,frc3891,176,red,0,28,1,Yes,Yes,9,33,1,0,0,26,DeepCage,Parked,DeepCage,1,8,0,0,0,0,7,2,0,17,65,119,160,0,4,24,Yes
2025dal_qm11,qm,1,11,frc9432,1,0,0,0,0,3,3,0,6,2,0,0,Deep Climb,0,Placed all 3 L4 accurately ,"They had a coral stuck in robot for a bit, but got out and they are pretty accurate ",0,CW,0,3,pretty fast deep cage,0,0,1,frc2648,frc7525,frc9432,frc3255,160,frc2630,frc3891,176,red,0,28,1,Yes,Yes,9,33,1,0,0,26,DeepCage,Parked,DeepCage,1,8,0,0,0,0,7,2,0,17,65,119,160,0,4,24,Yes
2025dal_qm110,qm,1,110,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm110,qm,1,110,frc2056,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm110,qm,1,110,frc3297,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm110,qm,1,110,frc10291,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm110,qm,1,110,frc9199,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm110,qm,1,110,frc1671,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc9199,frc1671,frc10291,-1,frc2056,frc3297,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm111,qm,1,111,frc7197,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm111,qm,1,111,frc3173,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm111,qm,1,111,frc302,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm111,qm,1,111,frc6083,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm111,qm,1,111,frc3255,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm111,qm,1,111,frc3492,,,,,,,,,,,,,,,,,,,,,,,,,frc7197,frc3255,frc3492,frc6083,-1,frc3173,frc302,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm112,qm,1,112,frc9312,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm112,qm,1,112,frc1731,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm112,qm,1,112,frc694,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm112,qm,1,112,frc4500,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025dal_qm112,qm,1,112,frc4655,,,,,,,,,,,,,,,,,,,,,,,,,frc9312,frc4655,frc6909,frc4500,-1,frc1731,frc694,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
