key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_Proc,a_L4,a_L3,a_L2,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,end_Pos,t_Tipped,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_Leave,a_Station,a_Net,a_reefAlgae,r1,b1,b2,b3,r2,r3,ba_bluescore,ba_redscore,ba_autoCoralCount,ba_autoCoralPoints,ba_autoLineRobot1,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_algaePoints,ba_adjustPoints,ba_autoBonusAchieved,ba_winning_alliance
2025orore_qm19,qm,1,19,frc9438,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,Park,0,Moved,"basically just de-algaed, dont really have coral. ",parked,Michael,1,0,0,0,frc2733,frc957,frc9438,frc3636,frc2898,frc1425,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm19,qm,1,19,frc3636,5,0,1,0,0,0,0,0,1,1,0,2,3,2,0,None,0,Placed preloaded grabbed another and missed place,"Ran tons of cycles, very fast robot but highly inaccurate place. Goes for quantity over quality. Works really well",Ran more cycles but didn't reach in time to park,Pranav,0,0,0,0,frc2733,frc957,frc9438,frc3636,frc2898,frc1425,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm2,qm,1,2,frc5975,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,didn't leave the start. ,drove around and didn't contribute however robots were experiencing connection issues.,"drove into other alliance, preventing climb",naman,0,0,0,0,frc5975,frc3574,frc6696,frc3812,frc10444,frc1425,54,15,0,0,No,Yes,No,3,3,0,0,0,4,Parked,None,Parked,0,8,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,blue
2025orore_qm2,qm,1,2,frc10444,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,0,Moved a foot,"tried to remove algea, but it got stuck inside the robot. Then their grabber fell of","N/a, E stoped",Aarush,1,0,0,0,frc5975,frc3574,frc6696,frc3812,frc10444,frc1425,54,15,0,0,No,Yes,No,3,3,0,0,0,4,Parked,None,Parked,0,8,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,blue
2025orore_qm2,qm,1,2,frc1425,3,0,0,0,0,0,0,84,0,0,0,0,0,0,0,Park,0,Seemed to make an attempt but was unable to move and frozen,was frozen for almost the whole time at some points it seemed to be able to move but very little towards the end it was able to slowly move and it went to climb area,It was able to make it inside of tape but not climb,Ave wilson,0,0,0,0,frc5975,frc3574,frc6696,frc3812,frc10444,frc1425,54,15,0,0,No,Yes,No,3,3,0,0,0,4,Parked,None,Parked,0,8,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,blue
2025orore_qm2,qm,1,2,frc3574,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Park,0,Did not leave or do anything,"Did not pay much attention, too focused on our robot. Fairly slow but accurate bot, station collect and can place L1-L3",Parked,Pranav,0,0,0,0,frc5975,frc3574,frc6696,frc3812,frc10444,frc1425,54,15,0,0,No,Yes,No,3,3,0,0,0,4,Parked,None,Parked,1,0,0,0,0,0,0,3,1,10,47,51,54,0,0,0,0,blue
2025orore_qm2,qm,1,2,frc6696,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Park,0,Tried scoring but missed,very fast and efficient. Cant ground collect,,Yaamini,1,0,0,0,frc5975,frc3574,frc6696,frc3812,frc10444,frc1425,54,15,0,0,No,Yes,No,3,3,0,0,0,4,Parked,None,Parked,1,0,0,0,0,0,0,3,1,10,47,51,54,0,0,0,0,blue
2025orore_qm2,qm,1,2,frc3812,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Park,0,,sorry I didn't do a good job; I was so confused about what was going on,,michael,0,0,0,0,frc5975,frc3574,frc6696,frc3812,frc10444,frc1425,54,15,0,0,No,Yes,No,3,3,0,0,0,4,Parked,None,Parked,1,0,0,0,0,0,0,3,1,10,47,51,54,0,0,0,0,blue
2025orore_qm20,qm,1,20,frc3663,4,0,1,0,0,0,0,0,1,0,0,2,4,2,3,Park,0,great automode! were quick in cycles,"very efficient cycling, scoring coral in abundance on all levels",just parked,naman,1,1,0,0,frc3663,frc847,frc2635,frc1540,frc10444,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm20,qm,1,20,frc10444,3,0,0,0,0,0,0,16,1,0,0,0,0,0,0,Park,0,Dropped coral ,"stalled?, moved slowly went to other side did no defense",in last few seconds started,Ave wilson,1,0,0,0,frc3663,frc847,frc2635,frc1540,frc10444,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm20,qm,1,20,frc2471,2,0,0,0,0,0,0,0,0,0,0,3,1,2,1,Park,0,"Tried to get 1 on l4, but failed ","no the most reliable coral scoring, but still got a lot of coral on every level","no ability to climb, only park",Aarush V,1,0,0,0,frc3663,frc847,frc2635,frc1540,frc10444,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm20,qm,1,20,frc847,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,Park,0,"Was just moving and collecting coral, and didn't involve placing","Had slow cycles, and always scored on l3 and once on l1. However, human player feeding and collecting coral always took two tries, and wasted cycle time. Took a while for robot to place coral on the r","Climb was unsuccessful, but attempted unreliable deep cage climb",Dev Sharma,1,1,0,0,frc3663,frc847,frc2635,frc1540,frc10444,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm20,qm,1,20,frc2635,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,Park,0,moved,pretty good third pick if we need algae only. they can do processor and de-algae relatively quickly.,"Smart, as the reef gets entirely de algaed and then they go to climb with around 30 secs left. This would need to be cahnged for playoffs, but still pretty good. ",Michael,1,0,0,0,frc3663,frc847,frc2635,frc1540,frc10444,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm20,qm,1,20,frc1540,3,0,0,0,0,1,0,0,0,0,0,0,0,0,5,Park,0,"Left start, placed in L1, tried to do algae but failed","Ran very fast cycles on L1, ground intake very accurate and place fairly accurate. Tried l4 once but failed ",Parked,Pranav,1,0,0,0,frc3663,frc847,frc2635,frc1540,frc10444,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm21,qm,1,21,frc3574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,Didn't move during auto mode,"Was unable to place anything during teleop, and tried one time to place coral on l1, but had to fiddle around a lot (move around a little bit) to get right angle for placing, and missed coral on L1","Just parked, and didn't climb",Dev Sharma,0,0,0,0,frc3574,frc2915,frc6845,frc7034,frc3673,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm21,qm,1,21,frc3673,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Park,0,Attempted but missed,"good intake, unreliable outtake",Waited till end,Ave Wilson ,1,0,0,0,frc3574,frc2915,frc6845,frc7034,frc3673,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm21,qm,1,21,frc2557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Park,0,Moved to reef,"only able to score on l1, almost always makes it. Able to collct of ground",unable to climb,Aarush Vegesna,1,0,0,0,frc3574,frc2915,frc6845,frc7034,frc3673,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm21,qm,1,21,frc2915,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Park,0,left start zone and parked at face of reef,very slow cycles because of tiny intake. very inefficient,parked,naman,1,0,0,0,frc3574,frc2915,frc6845,frc7034,frc3673,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm21,qm,1,21,frc6845,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Park,0,,not very good at defense probably DNP,parked,Michael,1,0,0,0,frc3574,frc2915,frc6845,frc7034,frc3673,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm21,qm,1,21,frc7034,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Deep Climb,0,missed 1,Don't have auto allign and seemed to avoid anything that wasn't l4,quick,Aa,1,0,0,0,frc3574,frc2915,frc6845,frc7034,frc3673,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm22,qm,1,22,frc9430,1,0,0,1,0,0,0,0,1,0,0,0,4,2,0,Park,0,"moved very quick, and was able to place on l3, but tried to collect and  was unsuccessful in collecting","Was solid, and was able to have a reasonable cycle time of collecting and placing on l3, however, human player feeding was slow due to small area to feed","Just parked, and didn't climb",Dev Sharma,1,0,0,0,frc9430,frc9438,frc5970,frc5975,frc6443,frc2733,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm22,qm,1,22,frc6443,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,Got stuck on reef,Long time to line up and missed multiple times got a yellow card for being stuck,Went early but did not climb,Ave wilson,1,0,0,0,frc9430,frc9438,frc5970,frc5975,frc6443,frc2733,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm22,qm,1,22,frc2733,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Park,0,Moved a little bit,"very slow in general, reliable l3 placemnt",Parked,Aarush Ve,1,0,0,0,frc9430,frc9438,frc5970,frc5975,frc6443,frc2733,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm22,qm,1,22,frc9438,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,Moved outside of start zone,incapable of coral placement because of slow cycles,parked.,Naman,1,0,0,0,frc9430,frc9438,frc5970,frc5975,frc6443,frc2733,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm22,qm,1,22,frc5970,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Deep Climb,0,kinda bad,Not a very good bot. ,"they had a deep climb, but it was really slow. ",,1,0,0,0,frc9430,frc9438,frc5970,frc5975,frc6443,frc2733,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm22,qm,1,22,frc5975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,,,,,0,0,0,0,frc9430,frc9438,frc5970,frc5975,frc6443,frc2733,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm23,qm,1,23,frc1425,5,0,0,0,0,0,,,,,,,,,,None,0,,,,,0,0,0,0,frc1425,frc4043,frc4488,frc2635,frc1540,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm23,qm,1,23,frc1540,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,Deep Climb,0,Attempted to place coral,Seemed to have trouble with coral so switched to algae and was quite successful with that,successfully climed,Ave wilson,1,1,0,0,frc1425,frc4043,frc4488,frc2635,frc1540,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm23,qm,1,23,frc3812,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Park,0,Went a foot,"did absolutely nothing, went to play defense, but aimlessly wandered",parked,Aarush V,1,0,0,0,frc1425,frc4043,frc4488,frc2635,frc1540,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm23,qm,1,23,frc4043,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,,,,,1,0,0,0,frc1425,frc4043,frc4488,frc2635,frc1540,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm23,qm,1,23,frc4488,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,Park,0,Good auto,"good bot, somewhat slow",,Michael,1,0,0,0,frc1425,frc4043,frc4488,frc2635,frc1540,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm23,qm,1,23,frc2635,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,None,1,"Left start, did nothing else","Ran a lot of algae processor cycles. Tips over a lot during movement, full tipped over around 40 seconds in","Did not reach barge, stayed tipped over",Pranav,1,0,0,0,frc1425,frc4043,frc4488,frc2635,frc1540,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm24,qm,1,24,frc3663,1,0,0,0,0,0,,,,,,,,,,None,0,,,,,0,0,0,0,frc3663,frc2898,frc1844,frc10444,frc3636,frc9446,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm24,qm,1,24,frc3636,2,0,1,0,0,0,0,0,1,0,0,6,2,1,0,Park,0,Attempted 3 times,very consistently placed except for 2 times,waited until last secondish ,Ave wilson,1,2,0,0,frc3663,frc2898,frc1844,frc10444,frc3636,frc9446,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm24,qm,1,24,frc9446,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Park,0,Moved a foot,"only scores on l1, mostly reliable, only missed once",Parked Just in time,Aarush,1,0,0,0,frc3663,frc2898,frc1844,frc10444,frc3636,frc9446,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm24,qm,1,24,frc2898,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,None,0,Attempted something but failed by crashing into side and getting coral placement mechanism stuck,couldn't do any thing because of issues in auto,were stuck,Naman,1,0,0,0,frc3663,frc2898,frc1844,frc10444,frc3636,frc9446,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm24,qm,1,24,frc1844,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Park,0,moved,"had a cool way to barge, but couldnt get it. picked up ~3  algae from the ground but never scored it. ",parked,Michael,1,0,0,0,frc3663,frc2898,frc1844,frc10444,frc3636,frc9446,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm24,qm,1,24,frc10444,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,0,Left start zone,"Tried to collect algae, failed due to their very inaccurate intake. Ran bad defense the rest of the match",Parked? Didn't see properly,PRANAV,1,0,0,0,frc3663,frc2898,frc1844,frc10444,frc3636,frc9446,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm25,qm,1,25,frc2471,1,,,,,,,,,,,,,,,None,0,,,,,,,,,frc2471,frc847,frc957,frc4662,frc6831,frc6696,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm25,qm,1,25,frc6831,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,Park,0,"Did okay, attempted ",Took a while to line up,Did not attempt to climb ,Ave wilson,1,0,0,0,frc2471,frc847,frc957,frc4662,frc6831,frc6696,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm25,qm,1,25,frc6696,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,None,0,,,Wasn't able to make it to the climb area,Emmett,0,0,0,0,frc2471,frc847,frc957,frc4662,frc6831,frc6696,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm25,qm,1,25,frc847,3,0,0,0,0,0,0,0,2,0,0,2,1,1,0,Deep Climb,0,Left start zone,great team player as they removed algae for teammates and scored coral frequently,climbed smoothly,Naman,1,0,0,0,frc2471,frc847,frc957,frc4662,frc6831,frc6696,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm25,qm,1,25,frc957,4,0,2,0,0,0,0,0,0,0,0,7,0,0,0,Deep Climb,0,"Swarm's auto is very good, and would pair well with ours. ","crazy fast cycle times, very good bot","they climb pretty fast, but still slower than us.
Pitchlist",Michael,1,1,0,0,frc2471,frc847,frc957,frc4662,frc6831,frc6696,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm25,qm,1,25,frc4662,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,None,0,"Left, did nothing else","Super slow place, decently fast movement but can't place accurately or well. Tips over frequently",Tried placing on reef but didn't have enough time ,Pranav,1,0,0,0,frc2471,frc847,frc957,frc4662,frc6831,frc6696,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm26,qm,1,26,frc4488,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,None,0,,,,,1,0,0,0,frc4488,frc5975,frc3574,frc9430,frc1425,frc5970,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm26,qm,1,26,frc1425,5,0,2,0,0,0,0,0,2,0,0,5,0,0,0,Deep Climb,0,Successfully places 2,very consistently placed coral as well as took off multiple algae,"Did good, successfully climed",Ave wilson,1,1,0,0,frc4488,frc5975,frc3574,frc9430,frc1425,frc5970,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm26,qm,1,26,frc5970,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deep Climb,0,Moved to the reef,did not contibute. Tried to take a coral but missed,Went for deep climb in tele,Aarush V,1,0,0,0,frc4488,frc5975,frc3574,frc9430,frc1425,frc5970,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm26,qm,1,26,frc5975,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Park,0,Low contributor,very inactive and spun in circles a few times and hit an algae off by accident ,parked and attempted to climb,Naman,0,0,0,0,frc4488,frc5975,frc3574,frc9430,frc1425,frc5970,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm26,qm,1,26,frc3574,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,0,had none,"Didnt concentrate a ton, but didnt seem to do much other than removing algae. ",parked,Michael,0,0,0,0,frc4488,frc5975,frc3574,frc9430,frc1425,frc5970,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm26,qm,1,26,frc9430,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,Park,0,"Left start, tried to place failed","Ran only algae - processor cycles, did a little bit of coral placing at the  end. Watching 1425 so coral data at end is inaccurate. Decent bot",Parked,Pranav,1,0,0,0,frc4488,frc5975,frc3574,frc9430,frc1425,frc5970,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm27,qm,1,27,frc2557,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,Park,0,,,,Emmett,1,0,0,0,frc2557,frc10444,frc6443,frc2635,frc2915,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm27,qm,1,27,frc2915,1,,,,,,,,,,,,,,,None,0,,,,,,,,,frc2557,frc10444,frc6443,frc2635,frc2915,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm27,qm,1,27,frc9438,5,0,0,0,0,0,0,9,0,0,0,3,0,0,2,None,0,Left a foot,Elevator is very shaky and takes a long time to stabilize for l4. Fluently dose l1,Shallow cage,Aarush V,1,0,0,0,frc2557,frc10444,frc6443,frc2635,frc2915,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm27,qm,1,27,frc10444,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,moved away from start zone,they drove in circles and failed to contribute sufficiently,Parked,Naman,1,0,0,0,frc2557,frc10444,frc6443,frc2635,frc2915,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm27,qm,1,27,frc6443,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Deep Climb,0,"missed l4 in auto, and it fell into thier bot. ","got a coral stuck in auto, climbed early, but then got bumped","they can climb deep but it takes so long. thier defense was pretty good, so 6443 as a defense bot is viable. ",Michael,1,0,0,0,frc2557,frc10444,frc6443,frc2635,frc2915,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm27,qm,1,27,frc2635,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Park,0,Just left,"Only did algae processor cycles. Speedy bot when elevator down, tips a lot. Parked early",Parked early,Pranav,1,0,0,0,frc2557,frc10444,frc6443,frc2635,frc2915,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm28,qm,1,28,frc3673,5,0,0,0,0,0,1,0,0,0,0,0,1,3,0,None,0,Only moved,,Didn't quite make it to park,Emmett,1,0,0,0,frc3673,frc3636,frc4662,frc3812,frc2471,frc1844,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm28,qm,1,28,frc2471,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Park,0,Attempted but missed,very consistently coral missed a few times,seemed to be trying to line up,Ave wilson,1,0,0,0,frc3673,frc3636,frc4662,frc3812,frc2471,frc1844,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm28,qm,1,28,frc1844,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,Park,0,went into the blue barge,cleared a little algea but then went the other side and played decent d,Tried to climb shallow but failed,Aarush v,1,0,0,0,frc3673,frc3636,frc4662,frc3812,frc2471,frc1844,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm28,qm,1,28,frc3636,2,0,2,0,0,0,0,0,0,0,0,6,3,1,0,None,0,Great auto that converted three coral,Efficient coral placement but were unsuccessful in forest few attempts,"ignored endgame warning and in the words of the commentator ""kept on trucking""",Naman,1,2,0,0,frc3673,frc3636,frc4662,frc3812,frc2471,frc1844,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm28,qm,1,28,frc4662,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,None,0,Moved,"really slow, but can do L4 if needed",,Michael,1,0,0,0,frc3673,frc3636,frc4662,frc3812,frc2471,frc1844,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm28,qm,1,28,frc3812,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,Leave only,"Spent most of time just slowly driving around, seemed kinda aimless",Got stuck up on algae at endgame,Sam,1,0,0,0,frc3673,frc3636,frc4662,frc3812,frc2471,frc1844,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm29,qm,1,29,frc1540,3,0,0,0,0,1,0,0,2,1,0,0,4,0,0,Park,0,Attempted to removev algae ,removed one of their alliances Coral,started shallow climb but dropped,Emmett,1,0,0,0,frc1540,frc6831,frc6696,frc4043,frc2733,frc6845,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm29,qm,1,29,frc2733,5,0,0,0,0,0,0,0,0,0,0,4,2,0,0,Park,0,Attempted to coral,missed a few times but overall consistently scored,attempted to climb,Ave wilson,1,0,0,0,frc1540,frc6831,frc6696,frc4043,frc2733,frc6845,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm29,qm,1,29,frc6845,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,0,went to the reef,"Played d on the blue coral dispensers, but blue still managed to get a few corals","Almost parked, an inch away",Aarush V,1,0,0,0,frc1540,frc6831,frc6696,frc4043,frc2733,frc6845,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm29,qm,1,29,frc6831,1,0,0,0,1,0,0,10,3,0,0,0,0,0,0,Park,0,Placed a coral,Absolutely relentless in algae removal and great contributor,parked,Naman,1,0,0,0,frc1540,frc6831,frc6696,frc4043,frc2733,frc6845,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm29,qm,1,29,frc6696,1,0,1,0,0,0,0,0,0,0,0,2,4,2,1,Park,0,"Presumably 2 coral auto, got 1.5 and then a stopped",wayt this team is cracked. This would be a steal of a second pick.,"they parked, so idk if they have climb, but thier cycles are fast enough to not need it
SHOULD GO ON PICKLIST!",Michael,0,1,0,0,frc1540,frc6831,frc6696,frc4043,frc2733,frc6845,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm29,qm,1,29,frc4043,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Deep Climb,0,leave only,"Crazy good at L4 scoring, also good smarts for avoiding defense at coral station","Fast deep climb, latches on and then climbs in 2 sec",Sam,1,0,0,0,frc1540,frc6831,frc6696,frc4043,frc2733,frc6845,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm3,qm,1,3,frc3636,4,0,1,0,0,0,0,0,3,1,0,5,1,0,1,None,0,efficient in coral placement.,efficient in coral placement an capable of moderate accuracy in the net.,incapable of climbing and failed to park.,naman,1,1,0,0,frc3636,frc6831,frc6443,frc4488,frc4043,frc7034,75,114,2,10,Yes,Yes,Yes,9,19,0,0,0,6,Parked,Parked,Parked,0,0,0,0,0,0,1,4,0,19,85,95,114,0,4,0,1,red
2025orore_qm3,qm,1,3,frc4043,3,0,0,0,0,0,0,0,1,0,0,0,5,0,1,Deep Climb,0,"Moved towards the reef, but stoped","good at scoring on 5, but very slow",goes in early and takes 30 secs to climb deep. Their robot is completely tipped over when on deep cage,Aarush,1,0,0,0,frc3636,frc6831,frc6443,frc4488,frc4043,frc7034,75,114,2,10,Yes,Yes,Yes,9,19,0,0,0,6,Parked,Parked,Parked,0,0,0,0,0,0,1,4,0,19,85,95,114,0,4,0,1,red
2025orore_qm3,qm,1,3,frc7034,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,Deep Climb,0,Attempted to place coral but missed as well as attempted to station collect but missed,was consistently collecting and placing coral with very few misses last 15 seconds started to climb,was able to climb,Ave wilson,1,0,0,0,frc3636,frc6831,frc6443,frc4488,frc4043,frc7034,75,114,2,10,Yes,Yes,Yes,9,19,0,0,0,6,Parked,Parked,Parked,0,0,0,0,0,0,1,4,0,19,85,95,114,0,4,0,1,red
2025orore_qm3,qm,1,3,frc6831,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,Park,0,"Left start, attempted to place preloaded in L1 but failed",Placed on all levels very consistently. Manual lineup on reef but very accurate. Not very fast but good bot,Parked,Pranav,1,0,0,0,frc3636,frc6831,frc6443,frc4488,frc4043,frc7034,75,114,1,7,Yes,Yes,Yes,9,16,1,0,0,16,Parked,DeepCage,Parked,0,0,0,0,0,0,0,2,0,10,43,59,75,0,0,0,1,red
2025orore_qm3,qm,1,3,frc6443,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,Deep Climb,0,,,,,1,0,0,0,frc3636,frc6831,frc6443,frc4488,frc4043,frc7034,75,114,1,7,Yes,Yes,Yes,9,16,1,0,0,16,Parked,DeepCage,Parked,0,0,0,0,0,0,0,2,0,10,43,59,75,0,0,0,1,red
